post_id,fecha_id,fecha,plataforma,tipo_contenido,formato,es_dia_partido,jornada,jornada_etiqueta,resultado,rival,condicion,alcance,impresiones,likes,comentarios,compartidos,guardados,interacciones,comentarios_positivos,comentarios_negativos,comentarios_neutros,atipico
P01560,20250407,2025-04-07,Instagram,Entrenamiento,Vídeo corto,0,,,,,,43950.0,49422.0,2232.0,224,255,140.0,2851.0,122,47,55,False
P01561,20250407,2025-04-07,Facebook,Entrenamiento,Imagen,0,,,,,,22223.0,29126.0,125.0,11,11,9.0,156.0,5,3,3,False
P01562,20250407,2025-04-07,Facebook,Fichajes,Vídeo corto,0,,,,,,11692.0,17184.0,284.0,18,15,19.0,336.0,10,4,4,False
P01563,20250408,2025-04-08,Instagram,Previa,Carrusel,0,,,,,,60136.0,74768.0,3056.0,257,158,288.0,3759.0,171,41,45,False
P01564,20250408,2025-04-08,Instagram,Fichajes,Carrusel,0,,,,,,26927.0,28647.0,1657.0,82,140,49.0,1928.0,42,19,21,False
P01565,20250408,2025-04-08,Instagram,Institucional,Imagen,0,,,,,,15758.0,20392.0,314.0,16,17,25.0,372.0,9,3,4,False
P01566,20250408,2025-04-08,X,Resumen,Carrusel,0,,,,,,40127.0,46193.0,1409.0,133,154,71.0,1767.0,65,31,37,False
P01567,20250408,2025-04-08,X,Afición,Vídeo corto,0,,,,,,28743.0,44442.0,870.0,43,49,78.0,1040.0,26,8,9,False
P01568,20250408,2025-04-08,X,Fichajes,Carrusel,0,,,,,,12165.0,19424.0,281.0,15,15,42.0,353.0,8,3,4,False
P01569,20250408,2025-04-08,Facebook,Institucional,Imagen,0,,,,,,11762.0,14382.0,61.0,3,4,6.0,74.0,1,0,2,False
P01570,20250409,2025-04-09,Instagram,Resumen,Imagen,0,,,,,,35303.0,46075.0,1850.0,150,196,125.0,2321.0,65,54,31,False
P01571,20250409,2025-04-09,Facebook,Patrocinador,Texto,0,,,,,,23792.0,27821.0,73.0,5,5,9.0,92.0,2,1,2,False
P01572,20250409,2025-04-09,Facebook,Patrocinador,Carrusel,0,,,,,,22674.0,29566.0,168.0,15,8,12.0,203.0,7,3,5,False
P01573,20250410,2025-04-10,X,Previa,Imagen,0,,,,,,24335.0,29625.0,260.0,16,29,25.0,330.0,8,4,4,False
P01574,20250410,2025-04-10,Facebook,Efeméride,Texto,0,,,,,,14759.0,44711.0,192.0,10,19,7.0,228.0,4,2,4,False
P01575,20250410,2025-04-10,Facebook,Afición,Imagen,0,,,,,,17973.0,20285.0,321.0,19,31,6.0,377.0,10,4,5,False
P01576,20250410,2025-04-10,YouTube,Patrocinador,Vídeo largo,0,,,,,,14824.0,23850.0,151.0,11,15,1.0,178.0,4,2,5,False
P01577,20250410,2025-04-10,YouTube,Patrocinador,Vídeo largo,0,,,,,,3549.0,5211.0,32.0,1,1,5.0,39.0,0,0,1,False
P01578,20250411,2025-04-11,Instagram,Afición,Texto,0,,,,,,20197.0,30224.0,545.0,44,31,16.0,636.0,26,6,12,False
P01579,20250411,2025-04-11,Facebook,Resumen,Carrusel,0,,,,,,20534.0,31436.0,214.0,17,12,15.0,258.0,9,2,6,False
P01580,20250411,2025-04-11,Facebook,Cantera,Texto,0,,,,,,24066.0,39366.0,118.0,11,11,10.0,150.0,6,1,4,False
P01581,20250411,2025-04-11,Facebook,Institucional,Imagen,0,,,,,,15339.0,17582.0,99.0,7,10,4.0,120.0,4,1,2,False
P01582,20250412,2025-04-12,Instagram,Cantera,Vídeo corto,0,,,,,,43192.0,57989.0,1134.0,106,119,94.0,1453.0,48,23,35,False
P01583,20250412,2025-04-12,Instagram,Entrenamiento,Imagen,0,,,,,,24842.0,37520.0,711.0,42,57,55.0,865.0,23,7,12,False
P01584,20250412,2025-04-12,Facebook,Entrenamiento,Imagen,0,,,,,,11146.0,18052.0,115.0,7,5,7.0,134.0,4,0,3,False
P01585,20250413,2025-04-13,Instagram,Patrocinador,Imagen,0,,,,,,48917.0,59095.0,1008.0,91,100,0.0,1199.0,44,27,20,False
P01586,20250413,2025-04-13,X,Patrocinador,Texto,0,,,,,,382632.0,604992.0,1464.0,96,72,4.0,1636.0,2,1,93,False
P01587,20250413,2025-04-13,X,Patrocinador,Texto,0,,,,,,22164.0,37750.0,83.0,4,6,12.0,105.0,1,0,3,False
P01588,20250414,2025-04-14,Instagram,Directo,Vídeo corto,0,,,,,,49246.0,78592.0,3305.0,230,341,15.0,3891.0,136,50,44,False
P01589,20250414,2025-04-14,Instagram,Afición,Carrusel,0,,,,,,39599.0,56393.0,2996.0,257,221,166.0,3640.0,153,64,40,False
P01590,20250414,2025-04-14,X,Afición,Texto,0,,,,,,52141.0,60127.0,442.0,42,38,4.0,526.0,24,7,11,False
P01591,20250414,2025-04-14,X,Previa,Imagen,0,,,,,,28291.0,35903.0,399.0,35,42,0.0,476.0,17,10,8,False
P01592,20250414,2025-04-14,X,Entrenamiento,Texto,0,,,,,,34301.0,45169.0,217.0,13,17,6.0,253.0,9,2,2,False
P01593,20250414,2025-04-14,YouTube,Entrenamiento,Vídeo corto,0,,,,,,4268.0,6950.0,90.0,6,8,10.0,114.0,2,1,3,False
P01594,20250415,2025-04-15,Instagram,Entrenamiento,Vídeo largo,0,,,,,,35561.0,44960.0,1085.0,52,87,49.0,1273.0,29,7,16,False
P01595,20250415,2025-04-15,X,Entrenamiento,Imagen,0,,,,,,26426.0,31169.0,357.0,27,32,19.0,435.0,15,3,9,False
P01596,20250415,2025-04-15,Facebook,Cantera,Imagen,0,,,,,,11503.0,14346.0,65.0,4,5,4.0,78.0,2,0,2,False
P01597,20250415,2025-04-15,TikTok,Cantera,Vídeo corto,0,,,,,,8133.0,13391.0,372.0,22,38,23.0,455.0,13,3,6,False
P01598,20250415,2025-04-15,YouTube,Patrocinador,Vídeo corto,0,,,,,,7227.0,11011.0,146.0,11,13,12.0,182.0,5,2,4,False
P01599,20250416,2025-04-16,X,Patrocinador,Imagen,0,,,,,,11035.0,14008.0,112.0,7,10,6.0,135.0,3,1,3,False
P01600,20250416,2025-04-16,X,Cantera,Texto,0,,,,,,21599.0,33536.0,132.0,7,13,2.0,154.0,3,1,3,False
P01601,20250416,2025-04-16,Facebook,Cantera,Vídeo corto,0,,,,,,22599.0,34800.0,285.0,28,19,24.0,356.0,15,6,7,False
P01602,20250416,2025-04-16,Facebook,Resumen,Imagen,0,,,,,,18333.0,29747.0,193.0,15,10,18.0,236.0,8,3,4,False
P01603,20250417,2025-04-17,Instagram,Previa,Vídeo corto,0,,,,,,26037.0,29606.0,1935.0,191,141,205.0,2472.0,86,50,55,False
P01604,20250417,2025-04-17,Instagram,Entrenamiento,Vídeo corto,0,,,,,,20367.0,31072.0,1208.0,112,86,113.0,1519.0,54,36,22,False
P01605,20250417,2025-04-17,Instagram,Entrenamiento,Vídeo corto,0,,,,,,29244.0,41837.0,1759.0,120,84,101.0,2064.0,77,27,16,False
P01606,20250417,2025-04-17,Instagram,Afición,Imagen,0,,,,,,25041.0,30659.0,1736.0,93,109,139.0,2077.0,44,27,22,False
P01607,20250417,2025-04-17,X,Afición,Imagen,0,,,,,,32318.0,46770.0,581.0,30,41,74.0,726.0,18,6,6,False
P01608,20250417,2025-04-17,X,Cantera,Vídeo corto,0,,,,,,15395.0,22333.0,210.0,12,12,14.0,248.0,6,3,3,False
P01609,20250417,2025-04-17,X,Efeméride,Imagen,0,,,,,,26667.0,42910.0,262.0,17,20,24.0,323.0,7,3,7,False
P01610,20250417,2025-04-17,X,Efeméride,Imagen,0,,,,,,23309.0,33021.0,460.0,38,50,15.0,563.0,18,8,12,False
P01611,20250417,2025-04-17,Facebook,Institucional,Vídeo corto,0,,,,,,15662.0,19544.0,117.0,5,9,12.0,143.0,2,1,2,False
P01612,20250418,2025-04-18,Instagram,Entrenamiento,Vídeo corto,0,,,,,,50163.0,62221.0,2205.0,150,132,109.0,2596.0,74,39,37,False
P01613,20250418,2025-04-18,Facebook,Entrenamiento,Imagen,0,,,,,,13546.0,19255.0,85.0,5,8,4.0,102.0,2,0,3,False
P01614,20250418,2025-04-18,TikTok,Patrocinador,Vídeo corto,0,,,,,,8306.0,9990.0,210.0,15,22,18.0,265.0,8,2,5,False
P01615,20250419,2025-04-19,Instagram,Directo,Vídeo corto,1,31.0,J31,Victoria,SD Puente Nuevo,Local,27874.0,34283.0,2343.0,189,139,121.0,2792.0,112,49,28,False
P01616,20250419,2025-04-19,Instagram,Directo,Vídeo largo,1,31.0,J31,Victoria,SD Puente Nuevo,Local,46292.0,65999.0,2479.0,178,156,102.0,2915.0,102,43,33,False
P01617,20250419,2025-04-19,Instagram,Institucional,Vídeo corto,1,31.0,J31,Victoria,SD Puente Nuevo,Local,32862.0,51818.0,1249.0,104,71,123.0,1547.0,55,22,27,False
P01618,20250419,2025-04-19,Instagram,Fichajes,Vídeo corto,1,31.0,J31,Victoria,SD Puente Nuevo,Local,40203.0,56153.0,2981.0,232,306,0.0,3519.0,130,57,45,False
P01619,20250419,2025-04-19,Instagram,Resumen,Carrusel,1,31.0,J31,Victoria,SD Puente Nuevo,Local,37765.0,45814.0,1875.0,160,142,19.0,2196.0,93,39,28,False
P01620,20250419,2025-04-19,X,Directo,Carrusel,1,31.0,J31,Victoria,SD Puente Nuevo,Local,23087.0,35099.0,537.0,48,52,10.0,647.0,25,11,12,False
P01621,20250419,2025-04-19,X,Afición,Texto,1,31.0,J31,Victoria,SD Puente Nuevo,Local,17293.0,25732.0,141.0,7,13,9.0,170.0,3,1,3,False
P01622,20250419,2025-04-19,Facebook,Afición,Vídeo corto,1,31.0,J31,Victoria,SD Puente Nuevo,Local,21764.0,28966.0,236.0,16,12,20.0,284.0,9,2,5,False
P01623,20250419,2025-04-19,Facebook,Directo,Texto,1,31.0,J31,Victoria,SD Puente Nuevo,Local,19975.0,25181.0,176.0,16,17,7.0,216.0,9,4,3,False
P01624,20250419,2025-04-19,Facebook,Directo,Imagen,1,31.0,J31,Victoria,SD Puente Nuevo,Local,7079.0,10618.0,60.0,4,4,8.0,76.0,1,0,3,False
P01625,20250419,2025-04-19,TikTok,Resumen,Vídeo corto,1,31.0,J31,Victoria,SD Puente Nuevo,Local,9754.0,15451.0,1476.0,121,122,157.0,1876.0,86,20,15,False
P01626,20250420,2025-04-20,X,Institucional,Texto,0,,,,,,23395.0,37181.0,73.0,4,6,8.0,91.0,2,1,1,False
P01627,20250420,2025-04-20,X,Fichajes,Vídeo largo,0,,,,,,22450.0,28504.0,307.0,29,34,24.0,394.0,14,8,7,False
P01628,20250420,2025-04-20,Facebook,Institucional,Vídeo corto,0,,,,,,8364.0,10770.0,67.0,3,4,5.0,79.0,1,0,2,False
P01629,20250420,2025-04-20,Facebook,Fichajes,Texto,0,,,,,,21489.0,24095.0,177.0,11,10,25.0,223.0,6,1,4,False
P01630,20250420,2025-04-20,YouTube,Efeméride,Vídeo largo,0,,,,,,9187.0,12139.0,230.0,20,16,13.0,279.0,13,2,5,False
P01631,20250421,2025-04-21,X,Patrocinador,Texto,0,,,,,,38713.0,45961.0,179.0,9,16,23.0,227.0,5,2,2,False
P01632,20250421,2025-04-21,X,Institucional,Vídeo corto,0,,,,,,27098.0,33094.0,268.0,24,22,12.0,326.0,14,5,5,False
P01633,20250421,2025-04-21,Facebook,Cantera,Carrusel,0,,,,,,15022.0,21428.0,178.0,14,10,10.0,212.0,7,2,5,False
P01634,20250421,2025-04-21,Facebook,Fichajes,Carrusel,0,,,,,,16470.0,26696.0,329.0,25,28,19.0,401.0,12,4,9,False
P01635,20250422,2025-04-22,Instagram,Afición,Carrusel,0,,,,,,25698.0,41958.0,1735.0,129,111,79.0,2054.0,66,23,40,False
P01636,20250422,2025-04-22,Instagram,Institucional,Vídeo corto,0,,,,,,40621.0,63525.0,1023.0,54,51,72.0,1200.0,27,10,17,False
P01637,20250422,2025-04-22,X,Resumen,Vídeo corto,0,,,,,,26010.0,32938.0,1010.0,80,71,112.0,1273.0,51,18,11,False
P01638,20250422,2025-04-22,X,Patrocinador,Vídeo corto,0,,,,,,11747.0,17627.0,146.0,11,16,6.0,179.0,6,2,3,False
P01639,20250422,2025-04-22,X,Cantera,Texto,0,,,,,,15066.0,19117.0,126.0,11,10,4.0,151.0,5,1,5,False
P01640,20250422,2025-04-22,X,Patrocinador,Vídeo corto,0,,,,,,13294.0,21608.0,77.0,7,5,8.0,97.0,4,1,2,False
P01641,20250422,2025-04-22,Facebook,Resumen,Imagen,0,,,,,,13047.0,16303.0,253.0,18,14,36.0,321.0,10,2,6,False
P01642,20250422,2025-04-22,Facebook,Institucional,Vídeo corto,0,,,,,,8365.0,10273.0,59.0,5,5,5.0,74.0,2,1,2,False
P01643,20250423,2025-04-23,Instagram,Patrocinador,Carrusel,0,,,,,,24295.0,28295.0,459.0,37,37,37.0,570.0,20,9,8,False
P01644,20250423,2025-04-23,X,Entrenamiento,Imagen,0,,,,,,14844.0,20480.0,223.0,18,17,16.0,274.0,10,2,6,False
P01645,20250423,2025-04-23,X,Previa,Vídeo corto,0,,,,,,16312.0,19104.0,364.0,24,22,43.0,453.0,14,3,7,False
P01646,20250423,2025-04-23,Facebook,Previa,Vídeo corto,0,,,,,,46654.0,76676.0,444.0,24,24,51.0,543.0,13,3,8,False
P01647,20250423,2025-04-23,Facebook,Resumen,Imagen,0,,,,,,22433.0,30445.0,368.0,20,33,7.0,428.0,11,4,5,False
P01648,20250423,2025-04-23,TikTok,Entrenamiento,Vídeo corto,0,,,,,,8251.0,12101.0,822.0,53,83,73.0,1031.0,26,9,18,False
P01649,20250423,2025-04-23,YouTube,Resumen,Vídeo largo,0,,,,,,6463.0,7337.0,125.0,6,12,8.0,151.0,3,1,2,False
P01650,20250424,2025-04-24,Instagram,Previa,Carrusel,0,,,,,,24808.0,35459.0,1515.0,134,89,91.0,1829.0,81,28,25,False
P01651,20250424,2025-04-24,Facebook,Institucional,Imagen,0,,,,,,23639.0,34402.0,155.0,12,8,10.0,185.0,7,2,3,False
P01652,20250424,2025-04-24,Facebook,Institucional,Vídeo corto,0,,,,,,30388.0,36974.0,348.0,20,30,30.0,428.0,9,5,6,False
P01653,20250425,2025-04-25,Instagram,Patrocinador,Vídeo largo,0,,,,,,23707.0,36486.0,582.0,56,34,67.0,739.0,24,15,17,False
P01654,20250425,2025-04-25,Instagram,Entrenamiento,Carrusel,0,,,,,,44972.0,73660.0,1684.0,83,85,196.0,2048.0,41,20,22,False
P01655,20250425,2025-04-25,Instagram,Resumen,Imagen,0,,,,,,42401.0,47837.0,3341.0,331,244,266.0,4182.0,192,85,54,False
P01656,20250425,2025-04-25,Instagram,Directo,Imagen,0,,,,,,24621.0,31090.0,1584.0,129,129,105.0,1947.0,57,27,45,False
P01657,20250425,2025-04-25,X,Entrenamiento,Imagen,0,,,,,,38298.0,51033.0,399.0,34,25,27.0,485.0,21,7,6,False
P01658,20250425,2025-04-25,X,Fichajes,Imagen,0,,,,,,25926.0,29221.0,361.0,27,32,1.0,421.0,13,5,9,False
P01659,20250425,2025-04-25,X,Institucional,Vídeo corto,0,,,,,,26668.0,30507.0,382.0,20,41,28.0,471.0,10,4,6,False
P01660,20250425,2025-04-25,YouTube,Afición,Vídeo largo,0,,,,,,5452.0,8565.0,127.0,12,6,9.0,154.0,6,3,3,False
P01661,20250426,2025-04-26,Instagram,Previa,Imagen,1,32.0,J32,Derrota,CD Bahía Norte,Visitante,31584.0,45941.0,758.0,62,36,49.0,905.0,21,23,18,False
P01662,20250426,2025-04-26,Instagram,Directo,Imagen,1,32.0,J32,Derrota,CD Bahía Norte,Visitante,20146.0,23462.0,550.0,44,37,52.0,683.0,11,16,17,False
P01663,20250426,2025-04-26,Instagram,Cantera,Vídeo corto,1,32.0,J32,Derrota,CD Bahía Norte,Visitante,22922.0,32411.0,526.0,41,55,51.0,673.0,12,13,16,False
P01664,20250426,2025-04-26,Instagram,Resumen,Carrusel,1,32.0,J32,Derrota,CD Bahía Norte,Visitante,87212.0,97783.0,3713.0,186,198,526.0,4623.0,58,71,57,False
P01665,20250426,2025-04-26,Instagram,Resumen,Imagen,1,32.0,J32,Derrota,CD Bahía Norte,Visitante,34098.0,40207.0,974.0,95,76,103.0,1248.0,25,40,30,False
P01666,20250426,2025-04-26,X,Resumen,Vídeo corto,1,32.0,J32,Derrota,CD Bahía Norte,Visitante,17647.0,28494.0,349.0,19,31,9.0,408.0,6,6,7,False
P01667,20250426,2025-04-26,X,Fichajes,Carrusel,1,32.0,J32,Derrota,CD Bahía Norte,Visitante,31275.0,46601.0,370.0,30,30,27.0,457.0,7,14,9,False
P01668,20250426,2025-04-26,X,Afición,Vídeo corto,1,32.0,J32,Derrota,CD Bahía Norte,Visitante,52012.0,66739.0,728.0,43,35,77.0,883.0,13,15,15,False
P01669,20250426,2025-04-26,X,Previa,Imagen,1,32.0,J32,Derrota,CD Bahía Norte,Visitante,20361.0,23418.0,111.0,10,9,2.0,132.0,3,3,4,False
P01670,20250426,2025-04-26,X,Directo,Vídeo corto,1,32.0,J32,Derrota,CD Bahía Norte,Visitante,17285.0,22481.0,183.0,10,14,13.0,220.0,2,2,6,False
P01671,20250426,2025-04-26,Facebook,Afición,Vídeo corto,1,32.0,J32,Derrota,CD Bahía Norte,Visitante,12006.0,16752.0,134.0,9,8,17.0,168.0,3,3,3,False
P01672,20250426,2025-04-26,Facebook,Institucional,Carrusel,1,32.0,J32,Derrota,CD Bahía Norte,Visitante,22034.0,26606.0,84.0,5,6,6.0,101.0,1,1,3,False
P01673,20250426,2025-04-26,Facebook,Fichajes,Vídeo corto,1,32.0,J32,Derrota,CD Bahía Norte,Visitante,29450.0,39503.0,521.0,31,45,40.0,637.0,7,14,10,False
P01674,20250426,2025-04-26,Facebook,Institucional,Vídeo corto,1,32.0,J32,Derrota,CD Bahía Norte,Visitante,36503.0,55914.0,226.0,11,11,31.0,279.0,2,4,5,False
P01675,20250426,2025-04-26,Facebook,Afición,Vídeo corto,1,32.0,J32,Derrota,CD Bahía Norte,Visitante,17003.5,72251.0,558.0,47,38,9.0,652.0,12,22,13,False
P01676,20250426,2025-04-26,YouTube,Efeméride,Vídeo largo,1,32.0,J32,Derrota,CD Bahía Norte,Visitante,11167.0,16462.0,139.0,9,7,19.0,174.0,2,3,4,False
P01677,20250426,2025-04-26,YouTube,Fichajes,Vídeo corto,1,32.0,J32,Derrota,CD Bahía Norte,Visitante,5148.0,7363.0,174.0,16,13,11.0,214.0,4,4,8,False
P01678,20250427,2025-04-27,Instagram,Entrenamiento,Carrusel,0,,,,,,55732.0,84916.0,2858.0,211,313,280.0,3662.0,91,59,61,False
P01679,20250427,2025-04-27,Instagram,Afición,Carrusel,0,,,,,,15623.0,24726.0,555.0,47,56,50.0,708.0,29,7,11,False
P01680,20250427,2025-04-27,X,Cantera,Imagen,0,,,,,,8711.0,10171.0,85.0,6,8,7.0,106.0,2,1,3,False
P01681,20250427,2025-04-27,X,Entrenamiento,Vídeo corto,0,,,,,,29365.0,42876.0,672.0,64,58,16.0,810.0,36,11,17,False
P01682,20250427,2025-04-27,X,Efeméride,Vídeo corto,0,,,,,,20153.0,32787.0,359.0,21,20,59.0,459.0,11,4,6,False
P01683,20250427,2025-04-27,X,Cantera,Texto,0,,,,,,21676.0,30364.0,269.0,23,26,1.0,319.0,12,5,6,False
P01684,20250427,2025-04-27,Facebook,Entrenamiento,Imagen,0,,,,,,9356.0,13572.0,90.0,6,9,8.0,113.0,3,1,2,False
P01685,20250427,2025-04-27,Facebook,Patrocinador,Carrusel,0,,,,,,16250.0,21569.0,99.0,6,9,7.0,121.0,3,1,2,False
P01686,20250427,2025-04-27,YouTube,Institucional,Vídeo largo,0,,,,,,2819.0,4259.0,60.0,4,6,2.0,72.0,1,1,2,False
P01687,20250428,2025-04-28,Instagram,Previa,Vídeo corto,0,,,,,,31382.0,37383.0,2228.0,157,136,81.0,2602.0,75,30,52,False
P01688,20250428,2025-04-28,Instagram,Cantera,Imagen,0,,,,,,56812.0,81890.0,1255.0,115,130,80.0,1580.0,54,29,32,False
P01689,20250428,2025-04-28,Instagram,Fichajes,Texto,0,,,,,,39188.0,62822.0,2490.0,208,145,232.0,3075.0,134,45,29,False
P01690,20250428,2025-04-28,X,Entrenamiento,Texto,0,,,,,,12659.0,19866.0,97.0,7,7,7.0,118.0,3,1,3,False
P01691,20250428,2025-04-28,Facebook,Cantera,Texto,0,,,,,,39999.0,21428.0,143.0,9,9,15.0,176.0,5,1,3,False
P01692,20250430,2025-04-30,Instagram,Institucional,Vídeo corto,0,,,,,,43468.0,58085.0,1101.0,56,64,66.0,1287.0,31,10,15,False
P01693,20250430,2025-04-30,TikTok,Patrocinador,Vídeo corto,0,,,,,,5081.0,6713.0,265.0,25,25,8.0,323.0,14,4,7,False
P01694,20250430,2025-04-30,TikTok,Afición,Vídeo corto,0,,,,,,7859.0,11161.0,939.0,77,94,1.0,1111.0,43,19,15,False
P01695,20250501,2025-05-01,Instagram,Patrocinador,Vídeo largo,0,,,,,,19758.0,24917.0,400.0,24,34,17.0,475.0,13,5,6,False
P01696,20250501,2025-05-01,Instagram,Entrenamiento,Imagen,0,,,,,,31930.0,39385.0,1397.0,84,72,165.0,1718.0,55,16,13,False
P01697,20250501,2025-05-01,X,Institucional,Imagen,0,,,,,,25158.0,31911.0,219.0,18,16,10.5,263.5,8,3,7,False
P01698,20250501,2025-05-01,X,Institucional,Imagen,0,,,,,,12647.0,17004.0,110.0,8,11,0.0,129.0,4,2,2,False
P01699,20250501,2025-05-01,X,Afición,Imagen,0,,,,,,8173.0,10038.0,87.0,8,5,11.0,111.0,4,1,3,False
P01700,20250502,2025-05-02,X,Resumen,Imagen,0,,,,,,39271.0,63576.0,572.0,52,32,62.0,718.0,21,11,20,False
P01701,20250502,2025-05-02,Facebook,Entrenamiento,Imagen,0,,,,,,13446.0,17104.0,85.0,6,5,4.0,100.0,3,1,2,False
P01702,20250502,2025-05-02,YouTube,Fichajes,Vídeo largo,0,,,,,,9046.0,13892.0,266.0,20,20,14.0,320.0,11,3,6,False
P01703,20250503,2025-05-03,Instagram,Directo,Carrusel,1,33.0,J33,Victoria,CD Val de Oro,Local,95831.0,125064.0,5458.0,520,518,430.0,6926.0,367,69,84,False
P01704,20250503,2025-05-03,Instagram,Entrenamiento,Vídeo corto,1,33.0,J33,Victoria,CD Val de Oro,Local,31185.0,50352.0,1133.0,106,97,31.0,1367.0,63,15,28,False
P01705,20250503,2025-05-03,Instagram,Directo,Imagen,1,33.0,J33,Victoria,CD Val de Oro,Local,36150.0,48819.0,1824.0,153,183,13.0,2173.0,76,36,41,False
P01706,20250503,2025-05-03,X,Previa,Vídeo largo,1,33.0,J33,Victoria,CD Val de Oro,Local,9282.0,12177.0,46.0,3,4,3.0,56.0,1,0,2,False
P01707,20250503,2025-05-03,X,Directo,Imagen,1,33.0,J33,Victoria,CD Val de Oro,Local,23324.0,33602.0,453.0,31,35,19.0,538.0,17,5,9,False
P01708,20250503,2025-05-03,X,Resumen,Texto,1,33.0,J33,Victoria,CD Val de Oro,Local,20102.0,27090.0,353.0,24,35,33.0,445.0,16,4,4,False
P01709,20250503,2025-05-03,Facebook,Patrocinador,Imagen,1,33.0,J33,Victoria,CD Val de Oro,Local,17530.0,23622.0,58.0,4,5,7.0,74.0,2,0,2,False
P01710,20250503,2025-05-03,Facebook,Directo,Texto,1,33.0,J33,Victoria,CD Val de Oro,Local,20380.0,31353.0,184.0,18,11,18.0,231.0,10,4,4,False
P01711,20250503,2025-05-03,Facebook,Resumen,Carrusel,1,33.0,J33,Victoria,CD Val de Oro,Local,17705.0,26502.0,300.0,20,33,21.0,374.0,13,3,4,False
P01712,20250503,2025-05-03,Facebook,Afición,Imagen,1,33.0,J33,Victoria,CD Val de Oro,Local,20819.0,25587.0,373.0,32,25,18.0,448.0,19,5,8,False
P01713,20250503,2025-05-03,TikTok,Afición,Vídeo corto,1,33.0,J33,Victoria,CD Val de Oro,Local,22944.0,34892.0,1506.0,132,92,155.0,1885.0,80,31,21,False
P01714,20250503,2025-05-03,TikTok,Resumen,Vídeo corto,1,33.0,J33,Victoria,CD Val de Oro,Local,12956.0,17149.0,2321.0,185,234,45.0,2785.0,107,50,28,False
P01715,20250503,2025-05-03,TikTok,Resumen,Vídeo corto,1,33.0,J33,Victoria,CD Val de Oro,Local,9810.0,14658.0,702.0,40,67,60.0,869.0,22,6,12,False
P01716,20250503,2025-05-03,TikTok,Previa,Vídeo corto,1,33.0,J33,Victoria,CD Val de Oro,Local,19560.0,27940.0,2183.0,115,226,187.0,2711.0,66,22,27,False
P01717,20250503,2025-05-03,YouTube,Directo,Vídeo largo,1,33.0,J33,Victoria,CD Val de Oro,Local,6846.0,10144.0,268.0,19,23,34.0,344.0,12,2,5,False
P01718,20250503,2025-05-03,YouTube,Directo,Vídeo largo,1,33.0,J33,Victoria,CD Val de Oro,Local,7347.0,8747.0,279.0,16,14,31.0,340.0,8,4,4,False
P01719,20250504,2025-05-04,Instagram,Previa,Vídeo largo,0,,,,,,26317.0,40150.0,650.0,44,54,36.0,784.0,20,13,11,False
P01720,20250504,2025-05-04,Instagram,Efeméride,Imagen,0,,,,,,23225.0,37410.0,1839.0,108,180,156.0,2283.0,63,19,26,False
P01721,20250504,2025-05-04,X,Entrenamiento,Vídeo largo,0,,,,,,29064.0,35174.0,400.0,22,34,9.0,465.0,12,5,5,False
P01722,20250505,2025-05-05,Instagram,Efeméride,Vídeo corto,0,,,,,,41869.0,68608.0,2033.0,122,193,33.0,2381.0,59,26,37,False
P01723,20250505,2025-05-05,Instagram,Previa,Texto,0,,,,,,17549.0,25676.0,377.0,32,41,13.0,463.0,19,6,7,False
P01724,20250505,2025-05-05,X,Afición,Texto,0,,,,,,17406.0,21446.0,265.0,17,21,10.0,313.0,10,3,4,False
P01725,20250505,2025-05-05,TikTok,Entrenamiento,Vídeo corto,0,,,,,,11620.0,18342.0,883.0,64,44,64.0,1055.0,37,9,18,False
P01726,20250506,2025-05-06,Instagram,Afición,Carrusel,0,,,,,,19001.0,25437.0,1150.0,64,57,102.0,1373.0,31,16,17,False
P01727,20250506,2025-05-06,Instagram,Efeméride,Vídeo corto,0,,,,,,24184.0,38675.0,2095.0,171,201,114.0,2581.0,67,40,64,False
P01728,20250506,2025-05-06,Instagram,Efeméride,Texto,0,,,,,,33859.0,38830.0,773.0,42,84,44.0,943.0,21,7,14,False
P01729,20250506,2025-05-06,X,Cantera,Texto,0,,,,,,19821.0,26503.0,85.0,5,4,15.0,109.0,2,1,2,False
P01730,20250506,2025-05-06,X,Directo,Texto,0,,,,,,16991.0,22655.0,239.0,20,26,17.0,302.0,12,3,5,False
P01731,20250506,2025-05-06,X,Entrenamiento,Imagen,0,,,,,,15020.0,19291.0,212.0,16,22,0.0,250.0,9,3,4,False
P01732,20250506,2025-05-06,Facebook,Afición,Vídeo corto,0,,,,,,11033.0,15324.0,264.0,17,18,26.0,325.0,7,4,6,False
P01733,20250506,2025-05-06,Facebook,Afición,Imagen,0,,,,,,9143.0,13506.0,101.0,7,9,8.0,125.0,3,1,3,False
P01734,20250506,2025-05-06,Facebook,Efeméride,Vídeo corto,0,,,,,,11443.0,13672.0,149.0,14,8,12.0,183.0,8,2,4,False
P01735,20250506,2025-05-06,TikTok,Entrenamiento,Vídeo corto,0,,,,,,8387.0,12922.0,571.0,55,38,65.0,729.0,25,14,16,False
P01736,20250506,2025-05-06,YouTube,Cantera,Vídeo corto,0,,,,,,4254.0,5704.0,108.0,9,8,4.0,129.0,5,1,3,False
P01737,20250507,2025-05-07,Instagram,Resumen,Imagen,0,,,,,,17241.0,20763.0,898.0,46,47,122.0,1113.0,20,11,15,False
P01738,20250507,2025-05-07,X,Afición,Texto,0,,,,,,16049.0,22898.0,173.0,13,9,16.0,211.0,7,2,4,False
