aficionado_id,tramo_edad,sexo,tipo_abono,antiguedad_anios,provincia,segmento,cluster
AF-72DEA88881,35-44,Mujer,Abonado,4.0,Pontevedra,Aficionado latente,0
AF-4BC871B236,35-44,Mujer,Abonado,15.0,Pontevedra,Aficionado latente,0
AF-AFE492EFA8,35-44,Hombre,Abonado,8.0,Pontevedra,Hincha digital intensivo,3
AF-D68A3F1010,25-34,Hombre,No socio,10.0,Pontevedra,Aficionado latente,0
AF-57B2FF516F,25-34,Mujer,No socio,6.0,Madrid,Sin segmentar,-1
AF-3371C210A8,45-54,Mujer,No socio,10.0,Ourense,Sin segmentar,-1
AF-856B5BBA22,18-24,Hombre,No socio,7.0,A Coruña,Sin segmentar,-1
AF-19B9406F5D,18-24,Mujer,Abonado,12.0,Pontevedra,Sin segmentar,-1
AF-4EF160F776,55+,Hombre,No socio,3.0,A Coruña,Sin segmentar,-1
AF-900F1AAC08,25-34,Mujer,No socio,13.0,Pontevedra,Aficionado latente,0
AF-97C0977F8F,45-54,Hombre,No socio,12.0,A Coruña,Seguidor social,2
AF-AEB9C00739,18-24,Hombre,No socio,1.0,Pontevedra,Comprador de servicios,1
AF-2AC349106C,35-44,Hombre,Abonado,9.0,A Coruña,Comprador de servicios,1
AF-E57E35A70D,35-44,Hombre,Abonado,4.0,Asturias,Sin segmentar,-1
AF-3AF0E48B90,18-24,Hombre,Abonado,7.0,Madrid,Hincha digital intensivo,3
AF-5A5E14FC09,35-44,Mujer,Socio digital,8.0,Pontevedra,Sin segmentar,-1
AF-C06997C531,25-34,Hombre,No socio,11.0,A Coruña,Aficionado latente,0
AF-CA66B53950,18-24,Hombre,Socio digital,12.0,A Coruña,Hincha digital intensivo,3
AF-AE02C2287C,45-54,Hombre,No socio,1.0,A Coruña,Seguidor social,2
AF-B868EE2932,25-34,Hombre,No socio,7.0,A Coruña,Sin segmentar,-1
AF-D274A3FBF1,35-44,Hombre,Abonado,8.0,Pontevedra,Comprador de servicios,1
AF-FC5F6D22B8,45-54,Hombre,No socio,5.0,Madrid,Comprador de servicios,1
AF-18C71B74AF,35-44,Hombre,Abonado,8.0,Madrid,Sin segmentar,-1
AF-17229F8639,55+,Hombre,Abonado,2.0,A Coruña,Comprador de servicios,1
AF-28ABDB39A6,35-44,Hombre,Abonado,6.0,A Coruña,Hincha digital intensivo,3
AF-53789159B9,35-44,Hombre,Abonado,1.0,A Coruña,Sin segmentar,-1
AF-A532530C25,18-24,Mujer,Socio digital,5.0,Madrid,Sin segmentar,-1
AF-4A63AFC2B0,35-44,Mujer,Abonado,8.0,A Coruña,Comprador de servicios,1
AF-C4C9A84099,55+,Mujer,No socio,3.0,A Coruña,Sin segmentar,-1
AF-2F95F1C24B,25-34,Mujer,Socio digital,4.0,A Coruña,Hincha digital intensivo,3
AF-9E21B67652,35-44,Mujer,No socio,6.0,Pontevedra,Seguidor social,2
AF-584A573282,45-54,Mujer,Socio digital,12.0,A Coruña,Sin segmentar,-1
AF-3120763946,45-54,Mujer,Abonado,3.0,A Coruña,Aficionado latente,0
AF-9EA6DB373A,55+,Hombre,No socio,1.0,A Coruña,Sin segmentar,-1
AF-4EF66EABD0,25-34,Mujer,No socio,14.0,Ourense,Comprador de servicios,1
AF-0DFE1A6CDC,55+,Hombre,No socio,3.0,A Coruña,Aficionado latente,0
AF-1EB6FB5CE7,18-24,Hombre,Abonado,8.0,A Coruña,Sin segmentar,-1
AF-57809F6A2C,25-34,Hombre,No socio,2.0,Pontevedra,Aficionado latente,0
AF-84677026B7,18-24,Hombre,Abonado,10.0,Otras,Seguidor social,2
AF-500EEF08ED,45-54,Mujer,No socio,7.0,Lugo,Sin segmentar,-1
AF-E33131BB8B,18-24,Hombre,Abonado,11.0,Pontevedra,Aficionado latente,0
AF-F3C8510AA6,25-34,Hombre,No socio,6.0,Barcelona,Aficionado latente,0
AF-00518C1731,45-54,Mujer,Abonado,9.0,A Coruña,Comprador de servicios,1
AF-DD73ADE7FD,35-44,Mujer,No socio,5.0,Otras,Aficionado latente,0
AF-17D4FD15EC,45-54,Hombre,No socio,8.0,Pontevedra,Sin segmentar,-1
AF-D9B48CFA7C,35-44,Hombre,Socio digital,12.0,A Coruña,Hincha digital intensivo,3
AF-C0BC49E0DD,35-44,Hombre,Abonado,13.0,Pontevedra,Aficionado latente,0
AF-58A3704A4C,35-44,Hombre,Socio digital,14.0,Madrid,Hincha digital intensivo,3
AF-90013F04C4,18-24,Mujer,Socio digital,6.0,Pontevedra,Sin segmentar,-1
AF-5E3EAD4383,45-54,Hombre,Abonado,3.0,Pontevedra,Seguidor social,2
AF-C43A2C0728,55+,Hombre,Socio digital,15.0,A Coruña,Hincha digital intensivo,3
AF-209893DA06,45-54,Mujer,Socio digital,4.0,Ourense,Seguidor social,2
AF-7F94C3FD21,45-54,Mujer,Socio digital,22.0,Lugo,Hincha digital intensivo,3
AF-27842FC71B,35-44,Hombre,Socio digital,8.0,A Coruña,Seguidor social,2
AF-DAA504E9E4,55+,Hombre,No socio,15.0,A Coruña,Aficionado latente,0
AF-5A65CCA561,18-24,Mujer,Socio digital,6.0,Madrid,Aficionado latente,0
AF-F7B9C37CE4,35-44,Hombre,Abonado,5.0,A Coruña,Comprador de servicios,1
AF-D3DC773EC5,25-34,Hombre,Socio digital,3.0,Lugo,Sin segmentar,-1
AF-6858766D03,45-54,Hombre,Socio digital,8.0,Ourense,Sin segmentar,-1
AF-0C4E00E7E1,55+,Hombre,Abonado,4.0,Pontevedra,Sin segmentar,-1
AF-8519E2EC4B,35-44,Hombre,Abonado,9.0,Pontevedra,Comprador de servicios,1
AF-F09419F9A4,45-54,Hombre,Abonado,25.0,A Coruña,Seguidor social,2
AF-73A51A19A8,35-44,Mujer,No socio,2.0,Otras,Aficionado latente,0
AF-9655F1CE81,25-34,Mujer,Abonado,2.0,Ourense,Comprador de servicios,1
AF-EEA32A92A8,35-44,Hombre,No socio,1.0,A Coruña,Hincha digital intensivo,3
AF-F98E71C778,35-44,Hombre,No socio,3.0,A Coruña,Sin segmentar,-1
AF-0BB1EECB70,25-34,Hombre,No socio,4.0,A Coruña,Seguidor social,2
AF-D28FFBDC95,35-44,Hombre,Abonado,22.0,Barcelona,Hincha digital intensivo,3
AF-5CE06EC95B,18-24,Hombre,Abonado,6.0,Otras,Seguidor social,2
AF-4D054E41A1,35-44,Mujer,Abonado,8.0,Pontevedra,Comprador de servicios,1
AF-7B67FE5C6E,18-24,Hombre,Abonado,6.0,Pontevedra,Seguidor social,2
AF-3F4151907A,25-34,Hombre,Socio digital,9.0,Lugo,Aficionado latente,0
AF-B4F7F766FE,45-54,Hombre,No socio,5.0,Asturias,Comprador de servicios,1
AF-2672CB72CB,55+,Hombre,Abonado,11.0,A Coruña,Sin segmentar,-1
AF-973F075E1B,25-34,Hombre,No socio,7.0,Pontevedra,Hincha digital intensivo,3
