post_id,fecha,plataforma,tipo_contenido,formato,es_dia_partido,alcance,impresiones,likes,comentarios,compartidos,guardados,comentarios_positivos,comentarios_negativos
P00778,2024-11-30,TikTok,Resumen,Vídeo corto,1,6457.0,10641.0,1748,101,186,162.0,67,13
P00779,2024-11-30,YouTube,Cantera,Vídeo largo,1,3645.0,,68,4,3,10.0,2,0
P00780,2024-11-30,YouTube,Directo,Vídeo largo,1,5346.0,7295.0,178,9,14,26.0,5,2
P00781,2024-12-01,Instagram,Cantera,Imagen,0,31119.0,35627.0,1035,82,92,0.0,44,15
P00782,2024-12-01,Facebook,Afición,Imagen,0,30506.0,50163.0,481,23,23,52.0,14,4
P00783,2024-12-02,Instagram,Entrenamiento,Carrusel,0,39543.0,62347.0,1258,92,92,109.0,51,22
P00784,2024-12-02,X,Entrenamiento,Vídeo corto,0,12828.0,16006.0,230,18,12,17.0,9,4
P00785,2024-12-02,facebook,Efeméride,Carrusel,0,13008.0,20332.0,113,6,6,18.0,2,1
P00786,2024-12-02,TikTok,Afición,Vídeo corto,0,9063.0,11737.0,870,63,51,41.0,32,19
P00787,2024-12-03,Instagram,Institucional,Imagen,0,40484.0,49748.0,1391,99,102,38.0,48,26
P00788,2024-12-03,Instagram,Afición,Imagen,0,25224.0,31578.0,1091,103,93,112.0,50,18
P00789,2024-12-03,X,Previa,Imagen,0,19628.0,30566.0,335,20,31,42.0,10,3
P00790,2024-12-03,Facebook,Resumen,Carrusel,0,20266.0,24954.0,362,21,29,24.0,11,3
P00791,2024-12-03,TikTok,Directo,Vídeo corto,0,8820.0,12748.0,782,78,51,90.0,43,21
P00792,2024-12-03,YouTube,Previa,Vídeo largo,0,9081.0,13318.0,114,9,6,8.0,4,2
P00793,2024-12-03,YouTube,Cantera,Vídeo corto,0,3466.0,4517.0,125,11,10,2.0,6,2
P00794,2024-12-04,Instagram,Cantera,Texto,0,19445.0,24903.0,374,36,20,32.0,18,10
P00795,2024-12-04,Instagram,Resumen,Vídeo corto,0,9328.0,15274.0,1465,92,74,183.0,60,17
P00796,2024-12-04,X,Entrenamiento,Vídeo corto,0,28178.0,45949.0,377,27,42,37.0,13,8
P00797,2024-12-04,X,Patrocinador,Vídeo corto,0,10544.0,14750.0,139,7,7,22.0,3,1
P00798,2024-12-04,Facebook,Efeméride,Imagen,0,13574.0,19848.0,82,7,5,10.0,3,1
P00799,2024-12-04,Facebook,Institucional,Imagen,0,11619.0,14915.0,58,2,6,2.0,0,0
P00800,2024-12-04,TikTok,Entrenamiento,Vídeo corto,0,7167.0,8837.0,533,40,27,34.0,19,8
P00801,2024-12-04,YOUTUBE,Institucional,Vídeo largo,0,6192.0,7924.0,65,6,6,3.0,3,1
P00802,2024-12-05,Instagram,Resumen,Carrusel,0,41290.0,49009.0,2858,157,175,322.0,88,32
P00803,2024-12-05,Instagram,Entrenamiento,Vídeo corto,0,31307.0,40418.0,1549,138,167,104.0,83,22
P00804,2024-12-05,Instagram,Institucional,Carrusel,0,598944.0,700488.0,17664,1032,1800,88.0,19,10
P00805,2024-12-05,Instagram,Cantera,Texto,0,61657.0,82560.0,1050,54,114,91.0,29,10
P00806,2024-12-05,Facebook,Entrenamiento,Imagen,0,20758.0,33663.0,166,12,9,17.0,6,2
P00807,2024-12-06,Instagram,Entrenamiento,Carrusel,0,18218.0,23022.0,744,45,66,66.0,21,11
P00808,2024-12-06,Facebook,Institucional,Texto,0,14448.0,22027.0,44,2,3,3.0,1,0
P00809,2024-12-06,TikTok,Entrenamiento,Vídeo corto,0,15863.0,26127.0,1331,85,140,33.0,35,24
P00810,2024-12-07,Instagram,Resumen,Vídeo corto,1,35854.0,45131.0,1701,85,179,131.0,29,32
P00811,2024-12-07,Instagram,Afición,Vídeo corto,1,25052.0,36465.0,1087,82,62,116.0,29,31
P00812,2024-12-07,Instagram,Previa,Imagen,1,18768.0,30512.0,643,45,66,71.0,14,11
P00813,2024-12-07,X,Resumen,Vídeo corto,1,22746.0,27284.0,308,23,29,3.0,7,6
P00814,2024-12-07,X,Previa,Vídeo largo,1,53356.0,70048.0,707,59,70,0.0,21,22
P00815,2024-12-07,X,Afición,Imagen,1,48593.0,69876.0,710,62,45,58.0,23,18
P00816,2024-12-07,X,Resumen,Texto,1,21888.0,31002.0,268,23,26,0.0,7,7
P00817,2024-12-07,X,Directo,Texto,1,40173.0,56518.0,479,40,32,25.0,10,16
P00818,2024-12-07,X,Efeméride,Imagen,1,17770.0,28915.0,112,8,11,12.0,1,2
P00819,2024-12-07,Facebook,Resumen,Vídeo corto,1,7463.0,11872.0,90,4,9,7.0,1,1
P00820,2024-12-07,Facebook,Cantera,Vídeo corto,1,14791.0,23020.0,109,10,11,0.0,3,3
P00821,2024-12-07,TikTok,Afición,Vídeo corto,1,13704.0,19392.0,1335,77,109,93.0,27,29
P00822,2024-12-07,TikTok,Resumen,Vídeo corto,1,6939.0,9082.0,870,46,74,78.0,18,15
P00823,2024-12-07,YouTube,Resumen,Vídeo largo,1,7054.0,10443.0,151,12,12,6.0,5,2
P00824,2024-12-07,YouTube,Institucional,Vídeo largo,1,13310.0,16573.0,112,10,5,9.0,3,4
P00825,2024-12-07,YouTube,Previa,Vídeo largo,1,4223.0,4982.0,62,4,5,4.0,1,1
P00826,2024-12-08,Instagram,Efeméride,Imagen,0,28989.0,35182.0,1814,166,87,82.0,87,28
P00827,2024-12-08,Instagram,Institucional,Imagen,0,22276.0,33997.0,471,30,35,25.0,16,4
P00828,2024-12-08,X,Institucional,Imagen,0,9110.0,12616.0,65,4,3,8.0,2,0
P00829,2024-12-08,X,Afición,Imagen,0,29955.0,42369.0,682,48,66,21.0,27,9
P00830,2024-12-08,Facebook,Patrocinador,Imagen,0,18423.0,26490.0,64,5,5,3.0,3,0
P00831,2024-12-08,Facebook,Institucional,Vídeo corto,0,34956.0,44454.0,516,29,45,52.0,16,5
P00832,2024-12-08,YouTube,Entrenamiento,Vídeo largo,0,7386.0,10378.0,166,13,12,9.0,8,2
P00833,2024-12-09,Instagram,Institucional,Imagen,0,22314.0,32553.0,467,29,39,35.0,15,5
P00834,2024-12-10,X,Institucional,Imagen,0,19142.0,26693.0,137,10,7,7.0,5,2
P00835,2024-12-11,Instagram,Entrenamiento,Imagen,0,14693.0,20806.0,379,31,41,13.0,17,7
P00836,2024-12-11,X,Fichajes,Imagen,0,13999.0,20313.0,224,18,15,8.0,10,3
P00837,2024-12-11,X,Fichajes,Imagen,0,13806.0,20969.0,233,15,12,17.0,7,3
P00838,2024-12-11,X,Entrenamiento,Texto,0,18143.0,26576.0,132,6,11,6.0,2,1
P00839,2024-12-11,Facebook,Fichajes,Carrusel,0,12314.0,19305.0,329,28,16,11.0,15,6
P00840,2024-12-11,Facebook,Efeméride,Carrusel,0,7422.0,10996.0,56,3,5,2.0,1,0
P00841,2024-12-12,Facebook,Institucional,Texto,0,10313.0,14334.0,56,4,3,7.0,2,0
P00842,2024-12-12,Facebook,Cantera,Vídeo corto,0,19923.0,30660.0,429,30,42,19.0,13,8
P00843,2024-12-12,YouTube,Patrocinador,Vídeo corto,0,1724.0,2326.0,35,2,2,2.0,0,0
P00844,2024-12-13,Instagram,Efeméride,Imagen,0,27326.0,31702.0,1282,108,127,50.0,56,32
P00845,2024-12-13,X,Cantera,Imagen,0,13403.0,20071.0,142,10,9,10.0,6,1
P00846,2024-12-13,X,Resumen,Imagen,0,16135.0,21247.0,349,31,37,9.0,16,7
P00847,2024-12-13,X,Institucional,Imagen,0,30084.0,46423.0,233,22,16,14.0,10,5
P00848,2024-12-13,X,Institucional,Imagen,0,25676.0,36481.0,142,8,12,5.0,4,1
P00849,2024-12-13,YouTube,Efeméride,Vídeo largo,0,4384.0,5152.0,85,5,6,13.0,2,1
P00850,2024-12-14,Instagram,Directo,Carrusel,0,21069.0,31654.0,1395,90,108,186.0,45,24
P00851,2024-12-14,X,Patrocinador,Texto,0,17919.0,25923.0,105,7,5,9.0,3,1
P00852,2024-12-14,Facebook,Afición,Vídeo corto,0,,23217.0,206,17,20,1.0,9,3
P00853,2024-12-14,Facebook,Entrenamiento,Imagen,0,39261.0,51200.0,501,49,55,31.0,28,11
P00854,2024-12-14,Facebook,Fichajes,Imagen,0,10834.0,17817.0,232,17,24,6.0,12,2
P00855,2024-12-14,TikTok,Fichajes,Vídeo corto,0,5980.0,8143.0,903,56,75,59.0,35,11
P00856,2024-12-14,TikTok,Patrocinador,Vídeo corto,0,14816.0,23022.0,1118,62,122,71.0,35,13
P00857,2024-12-15,X,Efeméride,Vídeo corto,0,16990.0,25584.0,341,33,26,29.0,17,8
P00858,2024-12-15,X,Fichajes,Imagen,0,14017.0,20171.0,288,25,25,0.0,14,5
P00859,2024-12-15,Facebook,Efeméride,Imagen,0,13598.0,15235.0,80,6,4,7.0,3,1
P00860,2024-12-15,Facebook,Entrenamiento,Imagen,0,23666.0,32597.0,145,9,10,6.0,4,1
P00861,2024-12-15,tiktok,Previa,Vídeo corto,0,8095.0,11019.0,632,33,39,36.0,16,6
P00862,2024-12-15,YouTube,Cantera,Vídeo corto,0,3995.0,4875.0,111,9,8,6.0,4,2
P00863,2024-12-17,Instagram,Cantera,Imagen,0,17226.0,28000.0,502,45,26,52.0,21,13
P00864,2024-12-17,Instagram,Fichajes,Imagen,0,26927.0,38575.0,1714,124,172,3.0,71,24
P00865,2024-12-17,Instagram,Previa,Carrusel,0,40620.0,50650.0,1226,105,69,133.0,70,11
P00866,2024-12-17,FACEBOOK,Entrenamiento,Vídeo corto,0,11979.0,13906.0,120,10,9,6.0,6,1
P00867,2024-12-17,Facebook,Institucional,Carrusel,0,,23454.0,149,10,8,21.0,6,1
P00868,2024-12-17,Facebook,Entrenamiento,Vídeo corto,0,13964.0,19566.0,231,20,22,5.0,10,5
P00869,2024-12-17,YouTube,Entrenamiento,Vídeo largo,0,8710.0,12535.0,185,9,9,13.0,4,2
P00870,2024-12-18,Instagram,Resumen,Imagen,0,35431.0,41173.0,1360,113,129,31.0,54,32
P00871,2024-12-18,Instagram,Efeméride,Vídeo corto,0,23104.0,26182.0,1325,76,83,178.0,39,18
P00872,2024-12-18,Facebook,Fichajes,Carrusel,0,6116.0,7280.0,138,11,12,5.0,7,1
P00873,2024-12-18,YouTube,Fichajes,Vídeo corto,0,4521.0,6501.0,350,35,21,40.0,19,8
P00874,2024-12-18,YouTube,Previa,Vídeo largo,0,5608.0,6565.0,156,9,15,8.0,4,1
P00875,2024-12-19,Instagram,Entrenamiento,Texto,0,26355.0,32931.0,816,57,50,32.0,28,13
P00876,2024-12-19,Facebook,Patrocinador,Vídeo corto,0,18118.0,21361.0,138,13,9,5.0,7,2
P00877,2024-12-19,TikTok,Previa,Vídeo corto,0,2677.0,3357.0,248,16,25,14.0,10,1
P00878,2024-12-19,YouTube,Cantera,Vídeo corto,0,5159.0,8230.0,-1,8,5,13.0,4,1
P00879,2024-12-20,Instagram,Entrenamiento,Vídeo corto,0,26482.0,31745.0,980,81,67,86.0,48,14
P00880,2024-12-20,Instagram,Cantera,Texto,0,15858.0,22217.0,294,18,30,6.0,9,4
P00881,2024-12-20,X,Cantera,Imagen,0,10758.0,,78,4,5,8.0,2,0
P00882,2024-12-20,X,Entrenamiento,Imagen,0,7566.0,12057.0,78,7,4,9.0,3,2
P00883,2024-12-20,X,Patrocinador,Texto,0,7054.0,9844.0,32,2,2,3.0,0,0
P00884,2024-12-20,X,Patrocinador,Imagen,0,35984.0,49289.0,190,12,17,17.0,5,3
P00885,2024-12-20,YouTube,Previa,Vídeo largo,0,9798.0,15637.0,268,22,26,27.0,12,3
P00886,2024-12-21,Instagram,Fichajes,Carrusel,1,31195.0,40376.0,1852,118,105,147.0,93,10
P00887,2024-12-21,Instagram,Previa,Imagen,1,32473.0,53563.0,1849,92,129,217.0,62,12
P00888,2024-12-21,X,Directo,Imagen,1,22955.0,31754.0,581,53,51,11.0,44,5
P00889,2024-12-21,X,Resumen,Vídeo corto,1,25186.0,,594,36,51,54.0,25,6
P00890,2024-12-21,X,Directo,Texto,1,19677.0,27457.0,220,16,13,16.0,10,2
P00891,2024-12-21,X,Directo,Vídeo corto,1,54063.0,82103.0,2651,185,264,270.0,141,17
P00892,2024-12-21,Facebook,Efeméride,Vídeo corto,1,20432.0,32902.0,373,26,23,19.0,16,4
P00893,2024-12-21,Facebook,Previa,Imagen,1,25453.0,29165.0,328,29,23,16.0,22,2
P00894,2024-12-21,Facebook,Directo,Imagen,1,40915.0,46738.0,796,67,55,31.0,49,6
P00895,2024-12-21,TikTok,Directo,Vídeo corto,1,10496.0,14136.0,2002,172,148,68.0,111,36
P00896,2024-12-21,TikTok,Directo,Vídeo corto,1,5965.0,9024.0,1336,121,70,57.0,79,21
P00897,2024-12-22,Instagram,Resumen,Vídeo corto,0,24814.0,31123.0,2244,153,233,173.0,82,25
P00898,2024-12-22,Instagram,Patrocinador,Imagen,0,49695.0,69378.0,879,76,69,14.0,42,21
P00899,2024-12-22,X,Entrenamiento,Texto,0,24649.0,31510.0,137,7,10,13.0,3,1
P00900,2024-12-22,X,Entrenamiento,Texto,0,10807.0,15149.0,59,4,6,1.0,2,0
P00901,2024-12-22,Facebook,Cantera,Imagen,0,6718.0,9672.0,29,2,3,0.0,0,0
P00902,2024-12-22,Facebook,Cantera,Vídeo corto,0,20080.0,24151.0,156,7,9,12.0,3,1
P00903,2024-12-22,TikTok,Cantera,Vídeo corto,0,10969.0,12856.0,1276,92,80,113.0,54,17
P00904,2024-12-23,Instagram,Entrenamiento,Imagen,0,20026.0,29447.0,610,52,38,80.0,26,16
P00905,2024-12-23,Instagram,Cantera,Vídeo corto,0,26058.0,38411.0,971,79,103,4.0,31,24
P00906,2024-12-23,Facebook,Cantera,Texto,0,11109.0,15028.0,47,3,3,7.0,1,0
P00907,2024-12-23,Facebook,Patrocinador,Imagen,0,16114.0,23650.0,97,7,8,4.0,3,1
P00908,2024-12-23,Facebook,Resumen,Imagen,0,33436.0,45549.0,433,35,21,19.0,17,8
P00909,2024-12-23,TikTok,Cantera,Vídeo corto,0,5967.0,7106.0,467,26,29,49.0,14,5
P00910,2024-12-23,YouTube,Fichajes,Vídeo largo,0,4360.0,6437.0,243,16,16,9.0,8,3
P00911,2024-12-24,Instagram,Previa,Vídeo corto,0,21953.0,35555.0,1863,88,92,137.0,47,15
P00912,2024-12-24,Instagram,Previa,Carrusel,0,19463.0,22540.0,991,63,90,111.0,25,21
P00913,2024-12-24,Instagram,Institucional,Carrusel,0,15331.0,19865.0,468,28,32,,14,5
P00914,2024-12-24,Instagram,Previa,Vídeo largo,0,18344.0,22041.0,566,30,54,67.0,15,8
P00915,2024-12-24,X,Patrocinador,Imagen,0,,19272.0,43,2,3,4.0,1,0
P00916,2024-12-24,X,Entrenamiento,Imagen,0,17654.0,25718.0,213,12,13,23.0,6,1
P00917,2024-12-24,X,Fichajes,Vídeo corto,0,41947.0,63681.0,1835,131,107,138.0,74,35
P00918,2024-12-24,Facebook,Institucional,Carrusel,0,22355.0,33154.0,107,9,9,11.0,4,1
P00919,2024-12-24,Facebook,Institucional,Imagen,0,22046.0,27116.0,135,10,9,18.0,5,1
P00920,2024-12-24,TikTok,Entrenamiento,Vídeo corto,0,8065.0,11435.0,711,36,73,46.0,21,8
P00921,2024-12-24,YouTube,Cantera,Vídeo corto,0,4294.0,6063.0,78,5,8,8.0,2,1
P00922,2024-12-25,X,Afición,Vídeo corto,0,11166.0,12821.0,303,16,21,14.0,8,3
P00923,2024-12-25,Facebook,Afición,Vídeo corto,0,14191.0,20196.0,384,21,20,60.0,12,4
P00924,2024-12-25,TikTok,Efeméride,Vídeo corto,0,4689.0,7513.0,456,23,39,30.0,14,3
P00925,2024-12-26,Instagram,Patrocinador,Vídeo largo,0,20707.0,23617.0,327,16,32,13.0,8,4
P00926,2024-12-26,X,Institucional,Imagen,0,42599.0,58913.0,315,19,19,34.0,7,7
P00927,2024-12-26,X,Entrenamiento,Texto,0,15179.0,21198.0,117,10,6,6.0,5,1
P00928,2024-12-26,Facebook,Efeméride,Imagen,0,16720.0,19537.0,96,6,5,15.0,3,1
P00929,2024-12-26,TikTok,Efeméride,Vídeo corto,0,9649.0,11215.0,674,34,53,100.0,17,9
P00930,2024-12-27,Instagram,Institucional,Vídeo corto,0,31532.0,47608.0,1097,101,87,23.0,64,18
P00931,2024-12-27,X,Entrenamiento,Imagen,0,12683.0,,198,20,10,24.0,11,3
P00932,2024-12-27,TikTok,Cantera,Vídeo corto,0,11660.0,17377.0,1154,94,126,76.0,45,29
P00933,2024-12-28,Instagram,Previa,Vídeo corto,1,46011.0,61352.0,2589,140,205,349.0,60,47
P00934,2024-12-28,Instagram,Resumen,Vídeo corto,1,66996.0,104619.0,3795,294,238,148.0,183,54
P00935,2024-12-28,Instagram,Afición,Imagen,1,15276.0,18524.0,1246,77,121,119.0,41,18
P00936,2024-12-28,Instagram,Resumen,Imagen,1,36616.0,58159.0,3047,193,316,250.0,96,60
P00937,2024-12-28,Instagram,Previa,Carrusel,1,40608.0,52299.0,1565,81,104,254.0,40,14
P00938,2024-12-28,X,Afición,Imagen,1,29911.0,48963.0,453,43,35,44.0,24,9
P00939,2024-12-28,X,Directo,Texto,1,83244.0,125989.0,1710,87,167,55.0,45,25
P00940,2024-12-28,X,Patrocinador,Texto,1,25936.0,33553.0,202,14,16,14.0,8,2
P00941,2024-12-28,X,Institucional,Vídeo corto,1,26909.0,39897.0,417,33,29,14.0,16,6
P00942,2024-12-28,Facebook,Previa,Imagen,1,7157.0,9226.0,75,5,7,2.0,1,1
P00943,2024-12-28,Facebook,Resumen,Vídeo corto,1,17711.0,29208.0,348,34,30,23.0,17,10
P00944,2024-12-28,TikTok,Efeméride,Vídeo corto,1,6285.0,8332.0,534,29,55,10.0,18,3
P00945,2024-12-29,Instagram,Fichajes,Vídeo corto,0,26982.0,42485.0,2465,215,159,223.0,130,35
P00946,2024-12-29,X,Resumen,Carrusel,0,29729.0,34151.0,541,39,36,51.0,22,8
P00947,2024-12-29,TikTok,Entrenamiento,Vídeo corto,0,,11301.0,734,49,67,11.0,31,7
P00948,2024-12-29,tiktok,Cantera,Vídeo corto,0,6005.0,6948.0,371,20,28,46.0,11,4
P00949,2024-12-30,Instagram,Fichajes,Vídeo corto,0,34418.0,42404.0,3307,256,218,151.0,145,48
P00950,2024-12-30,Instagram,Efeméride,Imagen,0,32337.0,40651.0,1204,64,74,83.0,34,16
P00951,2024-12-30,X,Entrenamiento,Texto,0,18989.0,22575.0,137,10,10,14.0,4,2
P00952,2024-12-30,Facebook,Afición,Vídeo largo,0,16921.0,20818.0,122,9,12,12.0,4,1
P00953,2024-12-30,Facebook,Entrenamiento,Carrusel,0,30282.0,49635.0,404,39,25,25.0,17,8
P00954,2024-12-30,Facebook,Institucional,Imagen,0,19096.0,31203.0,63,4,3,7.0,2,0
P00955,2024-12-31,Instagram,Cantera,Imagen,0,40299.0,51412.0,2177,153,184,45.0,85,25
P00956,2024-12-31,YouTube,Resumen,Vídeo largo,0,4966.0,6648.0,141,8,13,2.0,4,1
P00957,2024-12-31,YouTube,Afición,Vídeo largo,0,7856.0,12293.0,140,7,11,16.0,3,1
P00958,2025-01-01,Instagram,Previa,Imagen,0,39009.0,52549.0,1391,96,129,37.0,56,24
P00959,2025-01-01,Instagram,Entrenamiento,Vídeo corto,0,47940.0,58277.0,4008,312,335,120.0,151,70
P00960,2025-01-01,X,Efeméride,Vídeo corto,0,27230.0,41062.0,642,51,46,58.0,29,9
P00961,2025-01-02,Instagram,Entrenamiento,Imagen,0,30753.0,39635.0,1296,72,97,57.0,39,19
P00962,2025-01-02,TikTok,Entrenamiento,Vídeo corto,0,9476.0,13352.0,714,67,58,44.0,40,15
P00963,2025-01-03,Instagram,Fichajes,Carrusel,0,24074.0,32031.0,2429,199,122,232.0,105,39
P00964,2025-01-03,Instagram,Cantera,Texto,0,41599.0,58810.0,1137,83,64,50.0,41,23
P00965,2025-01-03,X,Institucional,Imagen,0,10575.0,14446.0,111,7,12,8.0,3,1
P00966,2025-01-03,Facebook,Entrenamiento,Carrusel,0,19018.0,25587.0,257,18,25,20.0,10,4
P00967,2025-01-04,Instagram,Previa,Imagen,1,,87232.0,2945,222,203,110.0,116,41
P00968,2025-01-04,Instagram,Patrocinador,Carrusel,1,43866.0,54750.0,928,82,84,0.0,59,13
P00969,2025-01-04,X,Institucional,Vídeo corto,1,39694.0,54800.0,517,46,39,3.0,32,6
P00970,2025-01-04,X,Previa,Vídeo corto,1,29949.0,45267.0,808,38,62,33.0,27,4
P00971,2025-01-04,X,Resumen,Texto,1,23183.0,35153.0,483,29,35,38.0,18,5
P00972,2025-01-04,Facebook,Directo,Carrusel,1,14524.0,17710.0,366,27,37,3.0,19,3
P00973,2025-01-04,Facebook,Directo,Carrusel,1,26428.0,39044.0,462,34,48,17.0,23,4
P00974,2025-01-04,Facebook,Directo,Vídeo largo,1,16873.0,27574.0,280,26,15,31.0,18,4
P00975,2025-01-04,Facebook,Previa,Vídeo corto,1,19154.0,25416.0,276,25,24,11.0,15,5
P00976,2025-01-04,YouTube,Directo,Vídeo largo,1,6802.0,9035.0,160,15,9,19.0,11,2
P00977,2025-01-05,X,Patrocinador,Imagen,0,11220.0,14531.0,56,5,3,6.0,2,1
P00978,2025-01-06,Instagram,Cantera,Carrusel,0,45283.0,69999.0,1245,117,73,84.0,54,34
P00979,2025-01-06,Instagram,Fichajes,Imagen,0,37115.0,53077.0,2555,157,237,93.0,91,34
P00980,2025-01-06,X,Institucional,Texto,0,61092.0,76078.0,250,22,12,21.0,9,6
P00981,2025-01-06,X,Afición,Vídeo corto,0,33952.0,52532.0,479,46,53,25.0,19,14
P00982,2025-01-06,X,Entrenamiento,Texto,0,22001.0,26211.0,217,19,21,6.0,10,4
P00983,2025-01-06,Facebook,Fichajes,Imagen,0,28843.0,42938.0,609,50,57,51.0,30,8
P00984,2025-01-06,TikTok,Patrocinador,Vídeo corto,0,11015.0,14694.0,843,52,53,90.0,22,16
P00985,2025-01-07,Instagram,Fichajes,Imagen,0,30760.0,39294.0,1929,98,171,158.0,60,15
P00986,2025-01-07,Facebook,Entrenamiento,Texto,0,19150.0,28014.0,87,5,5,7.0,2,0
P00987,2025-01-07,TikTok,Fichajes,Vídeo corto,0,8111.0,12556.0,1620,98,92,138.0,56,16
P00988,2025-01-07,TikTok,Resumen,Vídeo corto,0,11338.0,13007.0,1845,159,99,70.0,91,42
P00989,2025-01-08,Instagram,Cantera,Texto,0,25509.0,41597.0,639,40,37,50.0,19,8
P00990,2025-01-08,X,Efeméride,Carrusel,0,43914.0,67784.0,807,53,50,92.0,27,12
P00991,2025-01-08,YouTube,Entrenamiento,Vídeo corto,0,4949.0,6594.0,166,11,10,10.0,6,2
P00992,2025-01-08,YouTube,Efeméride,Vídeo largo,0,6352.0,7930.0,95,5,8,4.0,3,0
P00993,2025-01-08,YouTube,Efeméride,Vídeo largo,0,3611.0,4775.0,69,3,5,11.0,1,0
P00994,2025-01-09,Instagram,Fichajes,Vídeo corto,0,96333.0,141474.0,11362,939,1041,317.0,530,156
P00995,2025-01-09,Instagram,Patrocinador,Vídeo corto,0,44619.0,54767.0,1059,93,80,125.0,49,15
P00996,2025-01-09,X,Cantera,Texto,0,34717.0,49224.0,199,18,16,19.0,10,4
P00997,2025-01-09,YouTube,Afición,Vídeo largo,0,4322.0,5053.0,193,11,10,24.0,6,1
P00998,2025-01-10,Instagram,Resumen,Imagen,0,22507.0,27797.0,1809,88,153,57.0,40,17
P00999,2025-01-10,X,Afición,Texto,0,29069.0,47157.0,362,36,39,22.0,17,8
P01000,2025-01-10,X,Previa,Imagen,0,33282.0,44562.0,289,19,24,22.0,9,4
P01001,2025-01-10,X,Cantera,Vídeo corto,0,19269.0,25084.0,219,17,20,9.0,10,3
P01002,2025-01-10,X,Fichajes,Imagen,0,13314.0,20860.0,303,18,21,13.0,9,3
P01003,2025-01-10,Facebook,Entrenamiento,Vídeo largo,0,27405.0,39192.0,252,16,19,28.0,9,3
P01004,2025-01-10,Facebook,Fichajes,Imagen,0,33726.0,55605.0,767,42,52,34.0,23,7
P01005,2025-01-10,Facebook,Institucional,Carrusel,0,15791.0,22878.0,71,4,6,10.0,2,0
P01006,2025-01-10,TikTok,Efeméride,Vídeo corto,0,5060.0,6782.0,321,27,35,15.0,13,7
P01007,2025-01-11,Instagram,Patrocinador,Vídeo corto,1,46140.0,58858.0,808,44,44,132.0,23,7
P01008,2025-01-11,Instagram,Institucional,Vídeo corto,1,22131.0,25599.0,503,27,52,31.0,12,8
P01009,2025-01-11,Instagram,Resumen,Carrusel,1,32641.0,40537.0,1390,108,89,83.0,51,21
P01010,2025-01-11,Instagram,Fichajes,Imagen,1,38760.0,47647.0,2308,119,169,136.0,81,15
P01011,2025-01-11,Instagram,Directo,Carrusel,1,31904.0,51958.0,1789,134,171,190.0,71,38
P01012,2025-01-11,X,Institucional,Carrusel,1,12233.0,16217.0,103,6,6,13.0,2,1
P01013,2025-01-11,X,Afición,Carrusel,1,11699.0,17793.0,253,18,15,38.0,7,5
P01014,2025-01-11,Facebook,Entrenamiento,Carrusel,1,8675.0,10070.0,98,6,8,4.0,2,1
P01015,2025-01-11,Facebook,Afición,Vídeo corto,1,33779.0,54100.0,469,42,28,55.0,23,7
P01016,2025-01-11,TikTok,Directo,Vídeo corto,1,6964.0,10931.0,1507,79,123,214.0,44,17
P01017,2025-01-11,TikTok,Resumen,Vídeo corto,1,11599.0,16615.0,971,55,61,114.0,27,12
P01018,2025-01-11,TikTok,Afición,Vídeo corto,1,10569.0,12390.0,1578,151,80,150.0,81,33
P01019,2025-01-11,YouTube,Afición,Vídeo largo,1,9312.0,13768.0,250,16,15,33.0,8,3
P01020,2025-01-12,Instagram,Patrocinador,Carrusel,0,15049.0,22145.0,326,17,30,43.0,9,3
P01021,2025-01-12,X,Patrocinador,Texto,0,20053.0,29099.0,126,11,13,1.0,6,2
P01022,2025-01-12,Facebook,Entrenamiento,Texto,0,23255.0,30634.0,141,8,13,8.0,4,1
P01023,2025-01-12,Facebook,Institucional,Imagen,0,19812.0,25460.0,116,9,7,4.0,4,3
P01024,2025-01-12,Facebook,Patrocinador,Imagen,0,31658.0,51062.0,95,5,6,8.0,2,0
P01025,2025-01-12,YouTube,Efeméride,Vídeo largo,0,10175.0,14496.0,249,14,20,,6,3
P01026,2025-01-13,Instagram,Patrocinador,Carrusel,0,28448.0,44627.0,672,34,58,36.0,19,5
P01027,2025-01-13,X,Entrenamiento,Texto,0,38185.0,62054.0,144,9,13,18.0,5,2
P01028,2025-01-13,Facebook,Entrenamiento,Vídeo corto,0,13196.0,17917.0,179,9,18,12.0,5,1
P01029,2025-01-13,Facebook,Patrocinador,Imagen,0,6021.0,8527.0,30,1,3,2.0,0,0
P01030,2025-01-13,TikTok,Fichajes,Vídeo corto,0,8969.0,12284.0,963,67,101,20.0,37,11
P01031,2025-01-13,TikTok,Afición,Vídeo corto,0,11682.0,13697.0,1223,112,88,73.0,53,32
P01032,2025-01-13,YouTube,Fichajes,Vídeo largo,0,8429.0,10665.0,290,25,24,20.0,14,6
P01033,2025-01-14,Instagram,Efeméride,Vídeo corto,0,47059.0,61565.0,3001,270,165,265.0,148,72
P01034,2025-01-14,X,Entrenamiento,Imagen,0,16716.0,21232.0,235,12,23,28.0,5,3
P01035,2025-01-14,Facebook,Efeméride,Vídeo corto,0,19540.0,27664.0,152,14,16,1.0,6,3
P01036,2025-01-14,YouTube,Institucional,Vídeo largo,0,16701.0,21360.0,156,13,9,11.0,8,2
P01037,2025-01-14,YouTube,Entrenamiento,Vídeo largo,0,3926.0,5245.0,89,5,6,6.0,2,1
