aficionado_id,segmento_real,tramo_edad,sexo,tipo_abono,antiguedad_anios,provincia
AF-53789159B9,Comprador de servicios,35-44,Hombre,Abonado,1.0,A Coruña
AF-A532530C25,Comprador de servicios,18-24,Mujer,Socio digital,5.0,Madrid
AF-4A63AFC2B0,Comprador de servicios,35-44,Mujer,Abonado,8.0,A Coruña
AF-C4C9A84099,Consumidor de resultados,55+,Mujer,No socio,3.0,A Coruña
AF-2F95F1C24B,Hincha digital intensivo,25-34,Mujer,Socio digital,4.0,A Coruña
AF-9E21B67652,Consumidor de resultados,35-44,Mujer,No socio,6.0,Pontevedra
AF-584A573282,Comprador de servicios,45-54,Mujer,Socio digital,12.0,A Coruña
AF-3120763946,Aficionado latente,45-54,Mujer,Abonado,3.0,A Coruña
AF-9EA6DB373A,Consumidor de resultados,55+,Hombre,No socio,1.0,A Coruña
AF-4EF66EABD0,Comprador de servicios,25-34,Mujer,No socio,14.0,Ourense
AF-0DFE1A6CDC,Aficionado latente,55+,Hombre,No socio,3.0,A Coruña
AF-1EB6FB5CE7,Hincha digital intensivo,18-24,Hombre,Abonado,8.0,A Coruña
AF-57809F6A2C,Aficionado latente,25-34,Hombre,No socio,2.0,Pontevedra
AF-84677026B7,Hincha digital intensivo,18-24,Hombre,Abonado,10.0,Otras
AF-500EEF08ED,Consumidor de resultados,45-54,Mujer,No socio,7.0,Lugo
AF-E33131BB8B,Aficionado latente,18-24,Hombre,Abonado,11.0,Pontevedra
AF-F3C8510AA6,Aficionado latente,25-34,Hombre,No socio,6.0,Barcelona
AF-00518C1731,Comprador de servicios,45-54,Mujer,Abonado,9.0,A Coruña
AF-DD73ADE7FD,Aficionado latente,35-44,Mujer,No socio,5.0,Otras
AF-17D4FD15EC,Aficionado latente,45-54,Hombre,No socio,8.0,Pontevedra
AF-D9B48CFA7C,Hincha digital intensivo,35-44,Hombre,Socio digital,12.0,A Coruña
AF-C0BC49E0DD,Aficionado latente,35-44,Hombre,Abonado,13.0,Pontevedra
AF-58A3704A4C,Hincha digital intensivo,35-44,Hombre,Socio digital,14.0,Madrid
AF-90013F04C4,Hincha digital intensivo,18-24,Mujer,Socio digital,6.0,Pontevedra
AF-5E3EAD4383,Consumidor de resultados,45-54,Hombre,Abonado,3.0,Pontevedra
AF-C43A2C0728,Hincha digital intensivo,55+,Hombre,Socio digital,15.0,A Coruña
AF-209893DA06,Consumidor de resultados,45-54,Mujer,Socio digital,4.0,Ourense
AF-7F94C3FD21,Consumidor de resultados,45-54,Mujer,Socio digital,22.0,Lugo
AF-27842FC71B,Consumidor de resultados,35-44,Hombre,Socio digital,8.0,A Coruña
AF-DAA504E9E4,Consumidor de resultados,55+,Hombre,No socio,15.0,A Coruña
AF-5A65CCA561,Aficionado latente,18-24,Mujer,Socio digital,6.0,Madrid
AF-F7B9C37CE4,Comprador de servicios,35-44,Hombre,Abonado,5.0,A Coruña
AF-D3DC773EC5,Comprador de servicios,25-34,Hombre,Socio digital,3.0,Lugo
AF-6858766D03,Consumidor de resultados,45-54,Hombre,Socio digital,8.0,Ourense
AF-0C4E00E7E1,Consumidor de resultados,55+,Hombre,Abonado,4.0,Pontevedra
AF-8519E2EC4B,Comprador de servicios,35-44,Hombre,Abonado,9.0,Pontevedra
AF-F09419F9A4,Consumidor de resultados,45-54,Hombre,Abonado,25.0,A Coruña
AF-73A51A19A8,Aficionado latente,35-44,Mujer,No socio,2.0,Otras
AF-9655F1CE81,Comprador de servicios,25-34,Mujer,Abonado,2.0,Ourense
AF-EEA32A92A8,Hincha digital intensivo,35-44,Hombre,No socio,1.0,A Coruña
AF-F98E71C778,Hincha digital intensivo,35-44,Hombre,No socio,3.0,A Coruña
AF-0BB1EECB70,Consumidor de resultados,25-34,Hombre,No socio,4.0,A Coruña
AF-D28FFBDC95,Comprador de servicios,35-44,Hombre,Abonado,22.0,Barcelona
AF-5CE06EC95B,Consumidor de resultados,18-24,Hombre,Abonado,6.0,Otras
AF-4D054E41A1,Comprador de servicios,35-44,Mujer,Abonado,8.0,Pontevedra
AF-7B67FE5C6E,Consumidor de resultados,18-24,Hombre,Abonado,6.0,Pontevedra
AF-3F4151907A,Aficionado latente,25-34,Hombre,Socio digital,9.0,Lugo
AF-B4F7F766FE,Comprador de servicios,45-54,Hombre,No socio,5.0,Asturias
AF-2672CB72CB,Consumidor de resultados,55+,Hombre,Abonado,11.0,A Coruña
AF-973F075E1B,Hincha digital intensivo,25-34,Hombre,No socio,7.0,Pontevedra
